,fp,county,state,never,rarely,sometimes,frequently,always,county.cases,county.deaths,pop
2654,36083,St Lawrence,New York,0.018,0.018,0.073,0.14,0.751,5265,165,
2686,36095,Steuben,New York,0.007,0.02,0.04,0.108,0.825,1690,16,
2705,36097,Suffolk,New York,0.01,0.009,0.071,0.239,0.67,38648,1261,
2710,36099,Sullivan,New York,0.001,0.012,0.042,0.082,0.864,249,5,
2785,36101,Tioga,New York,0.036,0.031,0.057,0.201,0.674,362,7,
2798,36103,Tompkins,New York,0.04,0.019,0.053,0.106,0.782,9621,124,
2838,36105,Ulster,New York,0.024,0.03,0.043,0.085,0.817,877,3,
2929,36107,Warren,New York,0.019,0.011,0.018,0.114,0.839,614,30,
2960,36109,Washington,New York,0.012,0.01,0.046,0.098,0.833,329,8,
2990,36111,Wayne,New York,0.014,0.023,0.045,0.1,0.818,5969,117,
3014,36113,Westchester,New York,0.026,0.018,0.104,0.13,0.723,52417,1525,
3102,36115,Wyoming,New York,0.026,0.027,0.135,0.138,0.673,605,9,
3112,36117,Yates,New York,0.001,0.016,0.061,0.132,0.789,277,7,
25,36119,Alamance,North Carolina,0.025,0.018,0.044,0.115,0.798,7405,104,
36,36121,Alexander,North Carolina,0.001,0.024,0.008,0.107,0.861,1700,18,
44,36123,Alleghany,North Carolina,0,0.006,0.023,0.087,0.884,409,1,
71,37001,Anson,North Carolina,0.04,0.073,0.126,0.175,0.586,968,14,
90,37003,Ashe,North Carolina,0.027,0.023,0.103,0.272,0.575,805,3,
112,37005,Avery,North Carolina,0.153,0.067,0.067,0.21,0.504,984,8,
157,37007,Beaufort,North Carolina,0.053,0.062,0.08,0.163,0.641,1791,54,
199,37009,Bertie,North Carolina,0.149,0.026,0.083,0.287,0.455,925,25,
212,37011,Bladen,North Carolina,0.096,0.01,0.212,0.173,0.509,1390,20,
293,37013,Brunswick,North Carolina,0.037,0.08,0.041,0.219,0.623,3145,63,
310,37015,Buncombe,North Carolina,0.1,0.04,0.064,0.214,0.582,5855,143,
313,37017,Burke,North Carolina,0.073,0.023,0.076,0.104,0.724,4186,65,
333,37019,Cabarrus,North Carolina,0.024,0.018,0.036,0.248,0.673,7334,107,
343,37021,Caldwell,North Carolina,0.009,0.023,0.044,0.23,0.693,3697,24,
366,37023,Camden,North Carolina,0.091,0.056,0.124,0.189,0.54,20288,688,
412,37025,Carteret,North Carolina,0.04,0.022,0.092,0.27,0.576,1843,14,
427,37027,Caswell,North Carolina,0.028,0.031,0.072,0.199,0.67,863,8,
429,37029,Catawba,North Carolina,0.091,0.025,0.121,0.188,0.575,7255,97,
459,37031,Chatham,North Carolina,0.01,0.067,0.167,0.197,0.56,2409,65,
474,37033,Cherokee,North Carolina,0.06,0.035,0.199,0.179,0.527,960,15,
503,37035,Chowan,North Carolina,0.035,0.07,0.13,0.214,0.551,655,18,
549,37037,Clay,North Carolina,0.007,0.025,0.063,0.139,0.766,416,4,
565,37039,Cleveland,North Carolina,0.085,0.109,0.101,0.147,0.557,4498,111,
613,37041,Columbus,North Carolina,0.044,0.011,0.152,0.296,0.497,2824,73,
653,37043,Craven,North Carolina,0.099,0.091,0.095,0.169,0.546,3290,72,
684,37045,Cumberland,North Carolina,0.062,0.121,0.094,0.151,0.573,5313,182,
690,37047,Currituck,North Carolina,0.179,0.043,0.113,0.155,0.511,343,5,
715,37049,Dare,North Carolina,0.034,0.068,0.212,0.215,0.47,678,4,
719,37051,Davidson,North Carolina,0.028,0.047,0.1,0.175,0.649,5553,55,
721,37053,Davie,North Carolina,0.157,0.021,0.131,0.167,0.524,1312,13,
826,37055,Duplin,North Carolina,0.028,0.005,0.102,0.194,0.671,48499,821,
827,37057,Durham,North Carolina,0.058,0.085,0.169,0.134,0.554,3443,63,
845,37059,Edgecombe,North Carolina,0.074,0.067,0.037,0.14,0.681,885,17,
947,37061,Forsyth,North Carolina,0.068,0.044,0.143,0.126,0.62,7293,64,
966,37063,Franklin,North Carolina,0.017,0.014,0.033,0.104,0.832,5040,86,
1020,37065,Gaston,North Carolina,0.021,0.037,0.055,0.184,0.703,502,25,
1021,37067,Gates,North Carolina,0.02,0.022,0.068,0.183,0.706,10669,188,
1068,37069,Graham,North Carolina,0.038,0.03,0.061,0.127,0.745,163,2,
1091,37071,Granville,North Carolina,0.038,0.079,0.054,0.197,0.632,3868,66,
1114,37073,Greene,North Carolina,0.008,0.022,0.19,0.21,0.57,15672,216,
1139,37075,Guilford,North Carolina,0.095,0.072,0.096,0.236,0.502,1171,15,
1149,37077,Halifax,North Carolina,0.042,0.033,0.082,0.107,0.736,4363,96,
1202,37079,Harnett,North Carolina,0.072,0.061,0.127,0.24,0.501,122,0,
1229,37081,Haywood,North Carolina,0.04,0.055,0.117,0.199,0.588,8494,105,
1236,37083,Henderson,North Carolina,0.014,0.007,0.068,0.2,0.711,2197,41,
1255,37085,Hertford,North Carolina,0.031,0.069,0.06,0.129,0.711,5170,224,
1276,37087,Hoke,North Carolina,0.077,0.039,0.03,0.188,0.666,143,4,
1325,37089,Hyde,North Carolina,0.014,0.028,0.042,0.201,0.715,693,28,
1341,37091,Iredell,North Carolina,0.02,0.007,0.06,0.217,0.696,1379,6,
1373,37093,Jackson,North Carolina,0.009,0.047,0.092,0.236,0.616,18081,185,
1444,37095,Johnston,North Carolina,0.133,0.03,0.08,0.259,0.498,349,5,
1449,37097,Jones,North Carolina,0.08,0.051,0.106,0.219,0.544,3821,89,
1622,37099,Lee,North Carolina,0.077,0.065,0.067,0.176,0.616,5476,97,
1631,37101,Lenoir,North Carolina,0.032,0.022,0.113,0.151,0.682,3600,32,
1666,37103,Lincoln,North Carolina,0.064,0.051,0.208,0.233,0.445,790,9,
1741,37107,Macon,North Carolina,0.109,0.041,0.112,0.228,0.51,701,3,
1758,37109,Madison,North Carolina,0.029,0.09,0.084,0.234,0.563,425,3,
1819,37111,Martin,North Carolina,0.075,0.114,0.105,0.143,0.563,1247,21,
1846,37105,McDowell,North Carolina,0.066,0.102,0.081,0.115,0.636,1643,44,
1872,37113,Mecklenburg,North Carolina,0.153,0.039,0.085,0.182,0.541,110,7,
1936,37115,Mitchell,North Carolina,0.016,0.034,0.08,0.178,0.692,229,0,
1979,37117,Montgomery,North Carolina,0.084,0.089,0.071,0.15,0.605,358,6,
1990,37119,Moore,North Carolina,0.029,0.037,0.075,0.166,0.694,428,12,
2034,37121,Nash,North Carolina,0.096,0.035,0.146,0.154,0.569,3299,18,
2052,37123,New Hanover,North Carolina,0.027,0.056,0.078,0.184,0.655,21211,383,
2085,37125,Northampton,North Carolina,0.039,0.105,0.041,0.237,0.578,512,0,
2129,37127,Onslow,North Carolina,0.044,0.032,0.038,0.212,0.673,2430,36,
2135,37129,Orange,North Carolina,0.019,0.032,0.032,0.25,0.667,59790,651,
2182,37131,Pamlico,North Carolina,0.017,0.003,0.067,0.201,0.712,674,4,
2192,37133,Pasquotank,North Carolina,0.039,0.039,0.159,0.254,0.509,750,25,
2208,37135,Pender,North Carolina,0.01,0.02,0.028,0.142,0.801,1125,19,
2218,37137,Perquimans,North Carolina,0.036,0.057,0.181,0.243,0.482,160,10,
2230,37139,Person,North Carolina,0.067,0.021,0.11,0.238,0.563,509,22,
2269,37141,Pitt,North Carolina,0.05,0.035,0.142,0.169,0.603,52,1,
2292,37143,Polk,North Carolina,0.036,0.014,0.154,0.299,0.498,2715,27,
2375,37145,Randolph,North Carolina,0.01,0.008,0.07,0.166,0.746,1477,24,
2412,37147,Richmond,North Carolina,0.034,0.065,0.085,0.204,0.612,917,13,
2433,37149,Robeson,North Carolina,0.018,0.115,0.105,0.263,0.499,4043,56,
2441,37151,Rockingham,North Carolina,0.066,0.078,0.105,0.138,0.613,570,7,
2458,37153,Rowan,North Carolina,0.05,0.039,0.145,0.153,0.612,718,16,
2468,37155,Rutherford,North Carolina,0.062,0.031,0.116,0.165,0.626,828,18,
2487,37157,Sampson,North Carolina,0.125,0.094,0.124,0.111,0.546,84141,416,
2536,37159,Scotland,North Carolina,0.086,0.065,0.131,0.175,0.542,2400,23,
2667,37161,Stanly,North Carolina,0.045,0.17,0.098,0.156,0.532,235,1,
2694,37163,Stokes,North Carolina,0.006,0.005,0.084,0.197,0.708,1695,23,
2725,37165,Surry,North Carolina,0.137,0.029,0.178,0.199,0.458,1955,55,
2734,37167,Swain,North Carolina,0.029,0.083,0.097,0.217,0.574,3337,87,
2806,37169,Transylvania,North Carolina,0.015,0.034,0.116,0.247,0.588,763,10,
2835,37171,Tyrrell,North Carolina,0.019,0.041,0.1,0.382,0.458,156,1,
2850,37173,Union,North Carolina,0.079,0.061,0.086,0.247,0.528,1768,26,
2877,37175,Vance,North Carolina,0.025,0.013,0.047,0.224,0.691,1831,44,
2900,37177,Wake,North Carolina,0.054,0.016,0.103,0.301,0.527,35,0,
2927,37179,Warren,North Carolina,0.06,0.045,0.067,0.213,0.615,1606,13,
2958,37181,Washington,North Carolina,0.042,0.031,0.137,0.159,0.631,1281,12,
2975,37183,Watauga,North Carolina,0.015,0.02,0.07,0.168,0.727,1956,8,
2988,37185,Wayne,North Carolina,0.027,0.024,0.105,0.158,0.686,762,5,
3046,37187,Wilkes,North Carolina,0.113,0.053,0.057,0.301,0.476,2801,51,
3060,37189,Wilson,North Carolina,0.062,0.01,0.072,0.363,0.493,4191,82,
3106,37191,Yadkin,North Carolina,0.017,0.018,0.09,0.132,0.744,1626,14,
3110,37193,Yancey,North Carolina,0.046,0.071,0.164,0.208,0.511,581,2,
15,37195,Adams,North Dakota,0.013,0.067,0.081,0.248,0.59,1829,25,
134,37197,Barnes,North Dakota,0.073,0.027,0.08,0.199,0.621,1080,18,
179,37199,Benson,North Dakota,0.028,0.019,0.063,0.224,0.665,786,14,
208,38001,Billings,North Dakota,0.219,0.166,0.189,0.233,0.193,41,0,
250,38005,Bowman,North Dakota,0.289,0.194,0.118,0.195,0.204,190,3,
314,38007,Burke,North Dakota,0.2,0.201,0.137,0.244,0.218,181,1,
315,38009,Burleigh,North Dakota,0.206,0.119,0.142,0.259,0.274,12240,127,
422,38011,Cass,North Dakota,0.188,0.141,0.146,0.262,0.263,1254,7,
433,38013,Cavalier,North Dakota,0.191,0.147,0.151,0.258,0.253,378,2,
778,38015,Dickey,North Dakota,0.172,0.233,0.091,0.297,0.207,553,29,
787,38017,Divide,North Dakota,0.09,0.113,0.142,0.233,0.423,22164,692,
824,38019,Dunn,North Dakota,0.146,0.272,0.165,0.222,0.195,311,6,
842,38021,Eddy,North Dakota,0.151,0.077,0.227,0.277,0.267,9466,151,
874,38023,Emmons,North Dakota,0.186,0.168,0.163,0.255,0.227,1110,28,
949,38025,Foster,North Dakota,0.195,0.189,0.125,0.252,0.239,22501,339,
1053,38027,Golden Valley,North Dakota,0.269,0.159,0.117,0.209,0.246,24,0,
1072,38029,Grand Forks,North Dakota,0.16,0.221,0.094,0.302,0.222,318,1,
1082,38031,Grant,North Dakota,0.265,0.081,0.081,0.27,0.304,298,6,
1130,38033,Griggs,North Dakota,0.187,0.206,0.149,0.256,0.203,1471,45,
1256,38035,Hettinger,North Dakota,0.097,0.122,0.222,0.253,0.305,1005,41,
1494,38037,Kidder,North Dakota,0.177,0.233,0.125,0.275,0.19,23,0,
1534,38039,La Moure,North Dakota,0.162,0.054,0.197,0.217,0.37,921,20,
1698,38041,Logan,North Dakota,0.218,0.207,0.15,0.232,0.193,1296,35,
1850,38043,McHenry,North Dakota,0.193,0.206,0.074,0.301,0.226,14996,167,
1852,38045,McIntosh,North Dakota,0.115,0.07,0.193,0.307,0.315,397,9,
1855,38047,McKenzie,North Dakota,0.172,0.156,0.104,0.295,0.272,535,4,
1859,38049,McLean,North Dakota,0.206,0.132,0.124,0.263,0.275,410,19,
1891,38051,Mercer,North Dakota,0.169,0.128,0.136,0.275,0.291,89,1,
2014,38053,Morton,North Dakota,0.19,0.182,0.142,0.253,0.232,164,6,
2017,38055,Mountrail,North Dakota,0.189,0.185,0.107,0.273,0.246,969,11,
2042,38057,Nelson,North Dakota,0.189,0.197,0.111,0.266,0.237,2273,12,
2123,38059,Oliver,North Dakota,0.172,0.235,0.096,0.293,0.205,2652,35,
2205,38061,Pembina,North Dakota,0.192,0.16,0.134,0.258,0.256,1638,70,
2248,38063,Pierce,North Dakota,0.133,0.183,0.193,0.218,0.274,398,14,
2367,38065,Ramsey,North Dakota,0.181,0.217,0.102,0.28,0.221,506,2,
2378,38067,Ransom,North Dakota,0.08,0.216,0.202,0.256,0.247,762,2,
2396,38069,Renville,North Dakota,0.253,0.136,0.12,0.246,0.246,1891,55,
2407,38071,Richland,North Dakota,0.242,0.25,0.138,0.175,0.195,1436,32,
2448,38073,Rolette,North Dakota,0.073,0.114,0.223,0.236,0.354,179,5,
2520,38075,Sargent,North Dakota,0.193,0.13,0.141,0.262,0.274,14257,391,
2589,38077,Sheridan,North Dakota,0.155,0.174,0.189,0.116,0.366,301,3,
2605,38079,Sioux,North Dakota,0.248,0.154,0.135,0.235,0.228,3838,29,
2612,38081,Slope,North Dakota,0.081,0.163,0.249,0.251,0.257,110,1,
2671,38083,Stark,North Dakota,0.203,0.186,0.091,0.285,0.235,304,5,
2679,38085,Steele,North Dakota,0.157,0.228,0.108,0.295,0.211,2103,8,
2702,38087,Stutsman,North Dakota,0.217,0.179,0.142,0.246,0.215,1726,15,
2803,38089,Towner,North Dakota,0.207,0.205,0.129,0.24,0.219,376,2,
2805,38091,Traill,North Dakota,0.172,0.061,0.302,0.182,0.283,599,31,
2910,38093,Walsh,North Dakota,0.202,0.053,0.076,0.314,0.354,72,3,
2917,38095,Ward,North Dakota,0.263,0.232,0.127,0.198,0.18,2649,72,
3010,38097,Wells,North Dakota,0.144,0.115,0.205,0.233,0.303,311,3,
3052,38099,Williams,North Dakota,0.087,0.181,0.208,0.253,0.271,3101,23,
17,38101,Adams,Ohio,0.195,0.138,0.127,0.263,0.276,915,13,
51,38103,Allen,Ohio,0.254,0.163,0.083,0.275,0.226,5699,95,
91,38105,Ashland,Ohio,0.186,0.182,0.155,0.254,0.223,1351,33,
94,39001,Ashtabula,Ohio,0.074,0.116,0.149,0.222,0.439,2719,57,
100,39003,Athens,Ohio,0.085,0.104,0.114,0.382,0.314,2213,4,
107,39005,Auglaize,Ohio,0.068,0.035,0.268,0.19,0.438,2658,41,
173,39007,Belmont,Ohio,0.144,0.008,0.099,0.257,0.492,1987,29,
288,39009,Brown,Ohio,0.071,0.115,0.164,0.236,0.413,1267,5,
327,39011,Butler,Ohio,0.131,0.089,0.153,0.342,0.285,17529,154,
402,39013,Carroll,Ohio,0.082,0.086,0.118,0.25,0.464,614,12,
445,39015,Champaign,Ohio,0.177,0.177,0.101,0.128,0.417,1215,8,
527,39017,Clark,Ohio,0.047,0.072,0.106,0.244,0.531,6038,142,
563,39019,Clermont,Ohio,0.147,0.261,0.052,0.15,0.39,7121,56,
575,39021,Clinton,Ohio,0.084,0.051,0.274,0.269,0.321,1256,19,
612,39023,Columbiana,Ohio,0.066,0.027,0.19,0.247,0.471,4131,103,
638,39025,Coshocton,Ohio,0.082,0.069,0.074,0.192,0.584,1028,15,
662,39027,Crawford,Ohio,0.171,0.198,0.071,0.105,0.455,1586,20,
699,39029,Cuyahoga,Ohio,0.098,0.08,0.115,0.156,0.551,43640,768,
716,39031,Darke,Ohio,0.077,0.194,0.294,0.178,0.258,2754,63,
753,39033,Defiance,Ohio,0.101,0.107,0.126,0.184,0.482,5547,112,
758,39035,Delaware,Ohio,0.042,0.052,0.084,0.213,0.609,21211,867,
878,39037,Erie,Ohio,0.216,0.084,0.15,0.28,0.271,27110,853,
897,39039,Fairfield,Ohio,0.052,0.114,0.152,0.221,0.462,41062,1534,
915,39041,Fayette,Ohio,0.018,0.081,0.084,0.177,0.64,18244,123,
969,39043,Franklin,Ohio,0.078,0.022,0.091,0.179,0.63,2101,33,
995,39045,Fulton,Ohio,0.1,0.095,0.135,0.142,0.527,544,28,
1005,39047,Gallia,Ohio,0.157,0.055,0.328,0.158,0.302,7742,24,
1023,39049,Geauga,Ohio,0.042,0.054,0.09,0.198,0.617,1044,5,
1116,39051,Greene,Ohio,0.029,0.046,0.318,0.272,0.335,1230,27,
1138,39053,Guernsey,Ohio,0.074,0.082,0.203,0.178,0.463,4542,87,
1162,39055,Hamilton,Ohio,0.03,0.057,0.064,0.218,0.631,56,1,
1178,39057,Hancock,Ohio,0.041,0.082,0.095,0.264,0.519,1309,42,
1192,39059,Hardin,Ohio,0.101,0.162,0.137,0.181,0.419,4611,38,
1213,39061,Harrison,Ohio,0.069,0.056,0.102,0.224,0.549,415,3,
1250,39063,Henry,Ohio,0.076,0.127,0.122,0.302,0.373,1138,12,
1262,39065,Highland,Ohio,0.149,0.121,0.134,0.227,0.368,44821,2082,
1273,39067,Hocking,Ohio,0.107,0.141,0.153,0.233,0.365,117,1,
1279,39069,Holmes,Ohio,0.038,0.111,0.189,0.197,0.465,1357,61,
1322,39071,Huron,Ohio,0.157,0.144,0.068,0.162,0.468,902,15,
1374,39073,Jackson,Ohio,0.169,0.137,0.21,0.104,0.38,1438,10,
1411,39075,Jefferson,Ohio,0.05,0.087,0.134,0.271,0.457,653,4,
1524,39077,Knox,Ohio,0.191,0.064,0.204,0.172,0.369,465,2,
1560,39079,Lake,Ohio,0.166,0.141,0.247,0.105,0.341,1193,6,
1604,39081,Lawrence,Ohio,0.076,0.142,0.152,0.209,0.42,1978,39,
1651,39083,Licking,Ohio,0.138,0.1,0.065,0.17,0.526,2601,69,
1700,39085,Logan,Ohio,0.067,0.039,0.104,0.246,0.544,163,6,
1705,39087,Lorain,Ohio,0.089,0.097,0.185,0.23,0.399,2852,56,
1720,39089,Lucas,Ohio,0.056,0.102,0.176,0.127,0.539,341,6,
1761,39091,Madison,Ohio,0.136,0.117,0.314,0.248,0.186,555,17,
1768,39093,Mahoning,Ohio,0.089,0.097,0.099,0.207,0.508,322,5,
1793,39095,Marion,Ohio,0.078,0.056,0.111,0.189,0.566,1846,18,
1875,39097,Medina,Ohio,0.037,0.087,0.167,0.262,0.447,1316,11,
1878,39099,Meigs,Ohio,0.046,0.099,0.099,0.231,0.525,1448,12,
1893,39101,Mercer,Ohio,0.084,0.18,0.115,0.159,0.462,903,5,
1903,39103,Miami,Ohio,0.068,0.077,0.125,0.227,0.503,1091,3,
1959,39105,Monroe,Ohio,0.072,0.137,0.182,0.177,0.432,17128,302,
1981,39107,Montgomery,Ohio,0.102,0.105,0.245,0.314,0.233,1440,42,
2002,39109,Morgan,Ohio,0.077,0.07,0.19,0.227,0.436,1104,13,
2011,39111,Morrow,Ohio,0.04,0.144,0.139,0.291,0.386,2467,31,
2027,39113,Muskingum,Ohio,0.041,0.065,0.065,0.222,0.607,8908,193,
2075,39115,Noble,Ohio,0.142,0.114,0.153,0.259,0.332,2927,52,
2161,39117,Ottawa,Ohio,0.059,0.094,0.075,0.31,0.462,264,0,
2196,39119,Paulding,Ohio,0.136,0.145,0.121,0.182,0.416,482,28,
2226,39121,Perry,Ohio,0.109,0.176,0.139,0.219,0.357,693,26,
2242,39123,Pickaway,Ohio,0.052,0.035,0.084,0.219,0.609,310,6,
2260,39125,Pike,Ohio,0.095,0.061,0.24,0.314,0.29,1683,60,
2305,39127,Portage,Ohio,0.138,0.149,0.214,0.19,0.309,572,1,
2325,39129,Preble,Ohio,0.067,0.087,0.092,0.244,0.51,101,1,
2353,39131,Putnam,Ohio,0.186,0.124,0.124,0.158,0.409,168,1,
2408,39133,Richland,Ohio,0.028,0.078,0.126,0.213,0.555,715,9,
2455,39135,Ross,Ohio,0.045,0.146,0.186,0.248,0.375,1303,5,
2508,39137,Sandusky,Ohio,0.041,0.118,0.253,0.307,0.28,266,3,
2534,39139,Scioto,Ohio,0.066,0.08,0.213,0.221,0.419,326,3,
2559,39141,Seneca,Ohio,0.181,0.103,0.101,0.168,0.447,1282,12,
2582,39143,Shelby,Ohio,0.139,0.074,0.109,0.209,0.469,224,1,
2672,39145,Stark,Ohio,0.121,0.096,0.242,0.156,0.387,3646,40,
2716,39147,Summit,Ohio,0.119,0.195,0.243,0.164,0.279,1621,4,
2820,39149,Trumbull,Ohio,0.182,0.119,0.216,0.283,0.2,1926,12,
2829,39151,Tuscarawas,Ohio,0.065,0.11,0.102,0.198,0.525,13755,173,
2853,39153,Union,Ohio,0.048,0.056,0.125,0.207,0.565,8238,76,
2875,39155,Van Wert,Ohio,0.054,0.059,0.121,0.23,0.535,387,2,
2890,39157,Vinton,Ohio,0.126,0.204,0.116,0.215,0.339,1339,13,
2930,39159,Warren,Ohio,0.175,0.018,0.099,0.245,0.463,715,8,
2961,39161,Washington,Ohio,0.069,0.084,0.223,0.412,0.212,1641,29,
2991,39163,Wayne,Ohio,0.09,0.165,0.218,0.147,0.38,3838,108,
3053,39165,Williams,Ohio,0.062,0.044,0.085,0.162,0.647,1329,12,
3080,39167,Wood,Ohio,0.072,0.121,0.142,0.29,0.375,5434,113,
3100,39169,Wyandot,Ohio,0.064,0.082,0.144,0.245,0.466,880,19,
8,39171,Adair,Oklahoma,0.035,0.133,0.199,0.208,0.425,1272,13,
38,39173,Alfalfa,Oklahoma,0.029,0.061,0.086,0.252,0.572,402,1,
103,39175,Atoka,Oklahoma,0.1,0.201,0.138,0.135,0.426,896,1,
160,40001,Beaver,Oklahoma,0.105,0.068,0.258,0.213,0.356,222,2,
165,40003,Beckham,Oklahoma,0.203,0.096,0.188,0.25,0.262,1415,17,
216,40005,Blaine,Oklahoma,0.076,0.184,0.111,0.284,0.345,433,2,
296,40007,Bryan,Oklahoma,0.153,0.154,0.085,0.223,0.384,2909,23,
337,40009,Caddo,Oklahoma,0.088,0.265,0.187,0.121,0.339,2030,33,
377,40011,Canadian,Oklahoma,0.029,0.081,0.244,0.32,0.326,7320,34,
410,40013,Carter,Oklahoma,0.094,0.087,0.125,0.237,0.457,1786,15,
475,40015,Cherokee,Oklahoma,0.013,0.111,0.194,0.239,0.444,2406,11,
501,40017,Choctaw,Oklahoma,0.043,0.073,0.103,0.309,0.472,733,4,
509,40019,Cimarron,Oklahoma,0.128,0.169,0.138,0.213,0.351,78,0,
566,40021,Cleveland,Oklahoma,0.099,0.121,0.212,0.24,0.327,13392,131,
579,40023,Coal,Oklahoma,0.064,0.113,0.119,0.251,0.454,329,2,
617,40025,Comanche,Oklahoma,0.14,0.089,0.153,0.26,0.358,5043,35,
641,40027,Cotton,Oklahoma,0.046,0.101,0.079,0.25,0.524,270,4,
649,40029,Craig,Oklahoma,0.075,0.12,0.105,0.307,0.394,969,3,
665,40031,Creek,Oklahoma,0.054,0.179,0.127,0.226,0.413,2778,52,
697,40033,Custer,Oklahoma,0.06,0.117,0.102,0.173,0.548,2146,17,
759,40035,Delaware,Oklahoma,0.247,0.113,0.236,0.112,0.292,714,11,
773,40037,Dewey,Oklahoma,0.154,0.074,0.145,0.212,0.415,250,1,
865,40039,Ellis,Oklahoma,0.006,0.274,0.413,0.13,0.177,2484,28,
1011,40041,Garfield,Oklahoma,0.188,0.187,0.202,0.107,0.316,110,4,
1017,40043,Garvin,Oklahoma,0.066,0.185,0.286,0.219,0.244,874,8,
1064,40045,Grady,Oklahoma,0.132,0.22,0.135,0.207,0.306,1046,31,
1085,40047,Grant,Oklahoma,0.233,0.103,0.127,0.28,0.258,157,6,
1126,40049,Greer,Oklahoma,0.075,0.087,0.157,0.249,0.433,3150,86,
1201,40051,Harmon,Oklahoma,0.047,0.098,0.185,0.249,0.422,152,0,
1205,40053,Harper,Oklahoma,0.205,0.136,0.145,0.255,0.257,334,13,
1223,40055,Haskell,Oklahoma,0.073,0.19,0.148,0.225,0.365,284,1,
1310,40057,Hughes,Oklahoma,0.105,0.158,0.16,0.239,0.338,184,7,
1375,40059,Jackson,Oklahoma,0.158,0.189,0.118,0.257,0.278,1259,13,
1412,40061,Jefferson,Oklahoma,0.146,0.09,0.203,0.258,0.303,1723,16,
1445,40063,Johnston,Oklahoma,0.089,0.037,0.146,0.213,0.514,8156,79,
1469,40065,Kay,Oklahoma,0.021,0.127,0.148,0.291,0.411,5539,85,
1502,40067,Kingfisher,Oklahoma,0.084,0.108,0.163,0.14,0.505,293,5,
1509,40069,Kiowa,Oklahoma,0.088,0.137,0.157,0.244,0.374,118,0,
1589,40071,Latimer,Oklahoma,0.099,0.12,0.135,0.225,0.419,1789,3,
1608,40073,Le Flore,Oklahoma,0.046,0.093,0.05,0.192,0.619,2902,37,
1670,40075,Lincoln,Oklahoma,0.025,0.19,0.131,0.239,0.415,3636,20,
1701,40077,Logan,Oklahoma,0.159,0.136,0.184,0.277,0.245,1538,21,
1713,40079,Love,Oklahoma,0.142,0.152,0.156,0.196,0.354,32,0,
1769,40087,Major,Oklahoma,0.092,0.099,0.068,0.197,0.545,9092,303,
1811,40089,Marshall,Oklahoma,0.131,0.141,0.117,0.187,0.423,2271,51,
1835,40091,Mayes,Oklahoma,0.085,0.057,0.265,0.221,0.373,5012,174,
1836,40081,McClain,Oklahoma,0.135,0.103,0.204,0.222,0.337,1694,19,
1843,40083,McCurtain,Oklahoma,0.03,0.027,0.114,0.31,0.519,279,6,
1853,40085,McIntosh,Oklahoma,0.188,0.08,0.103,0.195,0.435,244,7,
2023,40093,Murray,Oklahoma,0.169,0.072,0.212,0.285,0.261,612,4,
2028,40095,Muskogee,Oklahoma,0.13,0.074,0.114,0.256,0.425,3145,12,
2076,40097,Noble,Oklahoma,0.173,0.175,0.213,0.135,0.303,698,28,
2094,40099,Nowata,Oklahoma,0.042,0.154,0.247,0.218,0.34,524,23,
2117,40101,Okfuskee,Oklahoma,0.063,0.088,0.262,0.198,0.388,1369,15,
2118,40103,Oklahoma,Oklahoma,0.069,0.085,0.1,0.253,0.493,2068,44,
2119,40105,Okmulgee,Oklahoma,0.148,0.121,0.164,0.181,0.386,1061,13,
2147,40107,Osage,Oklahoma,0.112,0.035,0.241,0.193,0.419,553,6,
2162,40109,Ottawa,Oklahoma,0.096,0.064,0.097,0.225,0.518,14704,169,
2199,40111,Pawnee,Oklahoma,0.078,0.052,0.204,0.276,0.39,717,1,
2201,40113,Payne,Oklahoma,0.077,0.103,0.23,0.218,0.372,625,9,
2270,40115,Pittsburg,Oklahoma,0.154,0.13,0.229,0.151,0.337,556,2,
2300,40117,Pontotoc,Oklahoma,0.178,0.085,0.159,0.213,0.365,319,3,
2311,40119,Pottawatomie,Oklahoma,0.083,0.068,0.129,0.207,0.514,1357,22,
2346,40121,Pushmataha,Oklahoma,0.117,0.112,0.153,0.36,0.258,1710,23,
2446,40123,Roger Mills,Oklahoma,0.029,0.033,0.102,0.235,0.601,22221,530,
2447,40125,Rogers,Oklahoma,0.042,0.052,0.278,0.236,0.392,3444,39,
2557,40127,Seminole,Oklahoma,0.077,0.152,0.122,0.261,0.388,13323,280,
2561,40129,Sequoyah,Oklahoma,0.109,0.248,0.192,0.091,0.36,2096,21,
2681,40131,Stephens,Oklahoma,0.097,0.105,0.164,0.201,0.433,1611,47,
2774,40133,Texas,Oklahoma,0.095,0.034,0.225,0.169,0.478,993,9,
2784,40135,Tillman,Oklahoma,0.106,0.11,0.209,0.212,0.362,148,0,
2823,40137,Tulsa,Oklahoma,0.041,0.088,0.21,0.286,0.375,22088,315,
2898,40139,Wagoner,Oklahoma,0.123,0.12,0.102,0.225,0.43,863,7,
2962,40141,Washington,Oklahoma,0.042,0.142,0.11,0.225,0.48,2114,48,
2972,40143,Washita,Oklahoma,0.074,0.061,0.141,0.243,0.482,466,2,
3088,40145,Woods,Oklahoma,0.032,0.112,0.175,0.306,0.375,572,1,
3090,40147,Woodward,Oklahoma,0.118,0.183,0.162,0.192,0.345,1962,7,
119,40149,Baker,Oregon,0.024,0.256,0.243,0.164,0.313,301,4,
